Movie_Description,Action,Sci-Fi,Comedy,Crime,Western,Family,Drama,Horror,Romance,Thriller,Adventure
"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.",0,0,0,0,0,0,1,0,1,0,0
"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",0,0,0,0,0,0,1,0,0,0,0
A nurse is put in charge of a mute actress and finds that their personae are melding together.,0,0,0,0,0,0,1,0,0,1,0
"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",0,0,0,0,0,0,1,0,0,0,0
A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,0,0,0,0,1,0,1,0,0,0,0
"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way.",0,0,0,0,0,0,1,0,0,0,0
"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",0,0,0,0,0,0,1,0,1,0,0
"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",0,0,0,0,0,0,1,0,0,0,0
A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,0,0,0,0,0,0,1,0,0,0,0
"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",0,0,0,0,0,0,1,0,0,0,0
"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.",0,0,0,0,0,0,1,0,0,0,0
A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,0,0,0,0,0,0,1,0,1,0,0
"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",0,0,0,0,0,0,1,0,1,0,0
A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,0,0,0,0,0,0,1,0,0,0,0
"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",0,0,0,0,0,0,1,0,0,0,0
"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",0,0,0,0,0,0,1,0,0,0,0
"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",0,0,0,0,0,0,1,0,0,0,0
"A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he soon finds himself rekindling his romance with the latter when she discovers their scheme.",0,0,0,0,0,0,1,0,1,0,0
"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",0,0,0,0,0,0,1,0,0,0,0
"The story of Dr. Yehia, a psychotherapist at Al Abbasia hospital. He works in the department treating the criminally insane, only to find his best friend to be one of the patients. Trying ... See full summary »",0,0,0,0,0,0,1,1,0,0,0
A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,0,0,0,0,0,0,1,0,0,0,0
"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",0,1,0,0,0,0,1,0,1,0,0
An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,0,0,0,0,0,0,1,0,1,0,0
A newly unemployed cellist takes a job preparing the dead for funerals.,0,0,0,0,0,0,1,0,0,0,0
"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",0,0,0,0,0,0,1,0,0,1,0
"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",0,0,0,0,0,0,1,0,0,0,0
A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,0,0,0,0,0,0,1,0,1,0,0
"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",0,1,0,0,0,0,1,0,0,0,0
"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",0,0,0,0,0,0,1,0,0,0,0
"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.",0,0,0,0,0,0,1,0,0,0,0
"A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land.",0,0,0,0,0,0,1,0,1,0,0
"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",0,0,0,0,0,0,1,0,1,0,0
"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",0,0,0,0,0,0,1,0,0,0,0
"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",0,0,0,0,0,0,1,0,1,0,0
"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",0,0,0,0,0,0,1,0,0,0,0
New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,0,0,0,0,0,0,1,0,0,1,0
"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",0,0,0,0,0,0,1,0,0,0,0
"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",0,0,0,0,0,0,1,0,1,0,0
"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond.",0,0,0,0,0,0,1,0,0,0,0
"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",0,0,0,0,0,0,1,0,0,0,0
"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",0,0,0,0,0,0,1,0,0,0,0
A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,0,0,0,0,0,0,1,0,0,0,0
"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",0,0,0,0,0,0,1,0,0,0,0
A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,0,1,0,0,0,0,1,0,0,0,0
"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",0,0,0,0,0,0,1,0,1,0,0
"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",0,0,0,0,0,1,1,0,0,0,0
"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",0,0,0,0,0,0,1,1,0,0,0
"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",0,0,0,0,0,0,1,0,0,0,0
"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily.",0,0,0,0,0,0,1,0,0,0,0
A harried movie director retreats into his memories and fantasies.,0,0,0,0,0,0,1,0,0,0,0
The guests at an upper-class dinner party find themselves unable to leave.,0,0,0,0,0,0,1,0,0,0,0
A former child star torments her paraplegic sister in their decaying Hollywood mansion.,0,0,0,0,0,0,1,1,0,1,0
"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines.",0,0,0,0,0,0,1,0,0,0,0
"Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.",0,0,0,0,0,0,1,0,0,0,0
An up-and-coming pool player plays a long-time champion in a single high-stakes match.,0,0,0,0,0,0,1,0,0,0,0
"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",0,0,0,0,0,0,1,0,0,0,0
Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,0,0,0,0,0,0,1,0,0,0,0
"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",0,0,0,0,0,0,1,0,0,0,0
"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train.",0,0,0,0,1,0,1,0,0,1,0
"During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape.",0,0,0,0,0,0,1,0,0,1,0
"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",0,0,0,0,0,0,1,0,1,0,0
"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",0,0,0,0,0,0,1,0,0,1,0
Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,0,0,0,0,0,0,1,0,1,0,0
"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",0,0,0,0,0,1,1,0,0,0,0
A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,0,1,0,0,0,0,1,0,0,0,0
A coming-of-age story based on the lives of street rappers in Mumbai.,0,0,0,0,0,0,1,0,1,0,0
A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,0,0,0,0,0,0,1,0,0,0,0
We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,0,0,0,0,0,0,1,0,1,0,0
